,star rating,name,review,date,location_code
2962,4,Jon Beuerle,,2016-01-01,13
2963,5,Jayrock Dorvilier,,2019-01-01,13
2964,5,Chidinma Eneogwe,,2018-01-01,13
2965,5,Christopher LoCasale,,2016-01-01,13
2966,5,Nancy Shafer,,2018-01-01,13
2967,5,Jasmine mower,,2020-01-01,13
2968,5,LUIS R MALDONADO RODRIGUEZ,,2021-04-14,13
2969,5,_glockkk _,,2016-01-01,13
2970,4,Aida Vargas,,2018-01-01,13
2971,4,Maribel Pagan,,2018-01-01,13
2972,4,Cindy Gaucher,,2018-01-01,13
2973,3,Odessa Slowe,,2018-01-01,13
2974,5,futurell saunders III,,2017-01-01,13
2975,3,Mykola Voitiuk,,2017-01-01,13
2976,4,Dwight Rice,,2018-01-01,13
2977,5,Olga Taveras,,2019-01-01,13
2978,5,Melanie the Moderator,,2018-01-01,13
2979,2,Ron Garlington,,2017-01-01,13
2980,5,Yadriel Gonzalez,,2018-01-01,13
2981,5,Christopher Yuen,,2020-09-01,13
2982,5,Derrick Koliyah,,2018-01-01,13
2983,5,Charles Brady,,2017-01-01,13
2984,3,jose mateo,,2018-01-01,13
2985,5,shazia chaudhary,,2018-01-01,13
2986,4,Harry Eugene,,2018-01-01,13
2987,5,Carol Werner,,2018-01-01,13
2988,5,Katsiaryna Makarevich,,2019-01-01,13
2989,3,Amy Hill,,2018-01-01,13
2990,1,Milagros Quezada,,2018-01-01,13
2991,2,Dave Schneider,,2018-01-01,13
2992,5,abimbola fapohunda,,2018-01-01,13
2993,5,Alexus Gaines,,2018-01-01,13
2994,5,Ulloa Kenia,,2017-01-01,13
2995,5,MIR_GAMES FOR THE WIN,,2018-01-01,13
2996,5,Philip Wawrzyniak,,2018-01-01,13
2997,5,elizangela magalhaes,,2017-01-01,13
2998,5,Jamal Sidik,,2016-01-01,13
2999,4,Sitora Sadikova,,2018-01-01,13
3000,5,Madeline Frith,,2018-01-01,13
3001,5,Umrbek Bekdjanov,,2019-01-01,13
3002,5,Yohaira Reyes,,2017-01-01,13
3003,3,Ankush Patel,,2016-01-01,13
3004,5,Barry Mckoy,,2018-01-01,13
3005,4,MemoryDieppa,,2018-01-01,13
3006,5,Eliana Vargas,,2018-01-01,13
3007,4,jose vill,,2018-01-01,13
3008,4,Jesús Vélez,,2018-01-01,13
3009,5,Andriy Zheludkov,,2016-01-01,13
3010,3,Oscar Tapia,,2018-01-01,13
3011,5,Samir Kurtovic,,2018-01-01,13
3012,3,Сергей Колесников,,2018-01-01,13
3013,4,anne orehhova,,2018-01-01,13
3014,5,Myron Salters,,2018-01-01,13
3015,5,lichun liu,,2018-01-01,13
3016,5,Nary Ngo,,2020-01-01,13
3017,5,La Negra Martinez,,2020-05-01,13
3018,3,Alex Granovsky,,2020-09-01,13
3019,4,Khobatau Inc,,2018-01-01,13
3020,3,daren avent,,2018-01-01,13
3021,4,Daniel Paramore,,2018-01-01,13
3022,5,Macario Chimilio,,2020-01-01,13
3023,5,Tony Smith,,2018-01-01,13
3024,5,Jalapeno Cam,,2018-01-01,13
3025,5,Tika Kutchaidze,,2018-01-01,13
3026,1,Eugene Kramer,,2018-01-01,13
3027,4,Christian Campbell,,2020-01-01,13
3028,5,mikhail krasavin,,2018-01-01,13
3029,4,Jay G.,,2018-01-01,13
3030,5,Angela Smith,,2019-01-01,13
3031,4,Seraphine Peka,,2018-01-01,13
3032,3,Ahmad Saddot,,2016-01-01,13
3033,4,Wan Chiu,,2017-01-01,13
3034,5,Neel Patel,,2017-01-01,13
3035,3,vaso kachaxidze,,2021-01-01,13
3036,5,Luis Bonet,,2018-01-01,13
3037,5,Mike Molo,,2018-01-01,13
3038,5,Roman P.,,2018-01-01,13
3039,5,Yina Monegro,,2016-01-01,13
3040,4,Yuri Arkadyev,,2018-01-01,13
3041,5,Dolly Diaz,,2018-01-01,13
3042,4,Maksim Haradzetski,,2018-01-01,13
3043,5,Hoda Abdelsamad,,2017-01-01,13
3044,5,Deborah l Murphy,,2020-01-01,13
3045,3,James Flanagan,,2018-01-01,13
3046,5,Miguel Figueroa,,2018-01-01,13
3047,5,Jazmin Molina,,2018-01-01,13
3048,5,Alisher Kayumov,,2018-01-01,13
3049,5,simplesmente eu,,2018-01-01,13
3050,5,Aigul Idrisova,,2018-01-01,13
3051,5,Vanessa T,,2018-01-01,13
3052,4,tuvia shurany,,2018-01-01,13
3053,4,Jindi Chen,,2020-01-01,13
3054,5,Артем Кун,,2018-01-01,13
3055,5,Anthony Colombo,,2018-01-01,13
3056,4,elvin torres,,2017-01-01,13
3057,4,Mirna Salas,,2018-01-01,13
3058,5,Jennifer Murphy,,2017-01-01,13
3059,5,Iryna Mukhortova,,2017-01-01,13
3060,4,Andrew,,2018-01-01,13
3061,4,Calvin Huang,,2018-01-01,13
3062,4,Toni Williams-Whetstone,,2020-06-01,13
3063,4,Paul Lahm,,2017-01-01,13
3064,5,Toby Johnes Fen,,2018-01-01,13
3065,4,Marcella Allen,,2018-01-01,13
3066,3,Jurabek Annayev,,2018-01-01,13
3067,4,Thomas Burke,,2018-01-01,13
3068,5,Julia Torborh,,2018-01-01,13
3069,5,Yayra Turaeva,,2018-01-01,13
3070,4,Riji George,,2018-01-01,13
3071,5,Joan Mccourt,,2021-12-01,13
3072,5,Linda Laird,,2018-01-01,13
3073,5,Vazha javakbishvili,,2018-01-01,13
3074,5,Debbie cotter,,2019-01-01,13
3075,5,Eddie Cast,,2018-01-01,13
3076,4,Rodney Darius,,2017-01-01,13
3077,5,Stephane Brandão,,2017-01-01,13
3078,2,David Raczynski,,2017-01-01,13
3079,5,Marie Meekins,,2018-01-01,13
3080,5,Célia Gonçalves,,2018-01-01,13
3081,5,Marina Kovalchuk,,2018-01-01,13
3082,5,John Eckert,,2018-01-01,13
3083,5,Melenated Gold,,2017-01-01,13
3084,5,Rev.Ray Vega,,2020-01-01,13
3085,4,Serge K.,,2018-01-01,13
3086,3,bLazE,,2017-01-01,13
3087,5,Phillip D,,2020-01-01,13
3088,5,Mody Samir,,2018-01-01,13
3089,5,Stanley Jackson,,2018-01-01,13
3090,5,Linsay Singleton,,2018-01-01,13
3091,5,Alan Mifflin,,2021-12-01,13
3092,5,Lenny Harris,,2018-01-01,13
3093,5,Shahlo Aslamova,,2019-01-01,13
3094,1,Soju Iype,,2018-01-01,13
3095,5,Racheal Murray,,2017-01-01,13
3096,5,anaida badalyan,,2020-05-01,13
3097,5,Mohammad Razzaq,,2021-01-01,13
3098,4,Lisander Kolldani,,2021-01-01,13
3099,5,lauren,,2018-01-01,13
3100,4,Annette Draper,,2018-01-01,13
3101,5,lionel sherard,,2020-08-01,13
3102,5,Enkeleda Shuti,,2018-01-01,13
3103,1,GRISHA S,,2018-01-01,13
3104,4,Manny A.,,2016-01-01,13
3105,5,Carolyn Bowman,,2020-01-01,13
3106,5,Lady Tokyo,,2017-01-01,13
3107,5,Yodit Tsegai,,2020-06-01,13
3108,5,Saied Badawy,,2018-01-01,13
3109,4,James Joseph,,2016-01-01,13
3110,5,Missiz Smith,,2018-01-01,13
3111,4,mike Ross,,2017-01-01,13
3112,5,Jerri Fleming,,2020-01-01,13
3113,5,Khurshed Ahmedov,,2016-01-01,13
3114,3,Tony Shiling,,2016-01-01,13
3115,5,Keeta M,,2018-01-01,13
3116,5,Eddie Haywood,,2017-01-01,13
3117,4,Dee C.,,2017-01-01,13
3118,5,Talk Tome,,2018-01-01,13
3119,5,Tanya Fraley,,2018-01-01,13
3120,5,Gary Ilutcky,,2018-01-01,13
3121,4,Odion Obeahon,,2018-01-01,13
3122,4,Denise Gray,,2016-01-01,13
3123,5,Janet Hines,,2018-01-01,13
3124,4,Reebz,,2016-01-01,13
3125,3,Aatif R,,2018-01-01,13
3126,4,Marsha Adil,,2018-01-01,13
3127,5,Rosa olivares,,2018-01-01,13
3128,5,Rosemary Notarianni,,2018-01-01,13
3129,5,Dilshod Davronov,,2018-01-01,13
3130,4,Betty jean Patterson,,2017-01-01,13
3131,5,Jerin Johnson,,2018-01-01,13
3132,5,Manan Christian,,2018-01-01,13
3133,5,Klodian Meci,,2020-06-01,13
3134,5,Christian Good,,2018-01-01,13
3135,5,Rhonda Carter,,2020-06-01,13
3136,3,tobi carrion,,2018-01-01,13
3137,5,Hai Hua Pan,,2018-01-01,13
3138,5,Dawn,,2017-01-01,13
3139,2,Huascar Hernandez,,2017-01-01,13
3140,4,SONY BABU,,2016-01-01,13
3141,3,Helen A Garro,,2017-01-01,13
3142,4,Francisca Sanchez,,2018-01-01,13
3143,5,Niza Ak,,2017-01-01,13
3144,4,King Boo,,2017-01-01,13
3145,5,L Serrano,,2017-01-01,13
3146,5,Fausto Alvarez,,2018-01-01,13
3147,4,Natasha James,,2018-01-01,13
3148,5,Henry Galindo,,2020-01-01,13
3149,5,Eduardo souza,,2018-01-01,13
3150,5,Fany Kreminsky,,2019-01-01,13
3151,5,MHD MIASSAR TAKI EDDIN,,2017-01-01,13
3152,4,Joe DiPrimeo,,2016-01-01,13
3153,3,Hike and bike,,2016-01-01,13
3154,5,Cybil you are my strength,,2018-01-01,13
3155,4,Edna Santana,,2019-01-01,13
3156,5,Yuri kaminsky,,2020-01-01,13
3157,5,Gabe Nulman,,2018-01-01,13
3158,4,ELISAMA DECOS,,2018-01-01,13
3159,5,Rol Ago,,2016-01-01,13
3160,5,AKIF JOHN,,2018-01-01,13
3161,5,sergey dubinsky,,2018-01-01,13
3162,5,Rodney Koger,,2020-01-01,13
3163,5,William Baker,,2016-01-01,13
3164,5,wandella hearns,,2018-01-01,13
3165,3,ms s h,,2018-01-01,13
3166,5,梁冠腾,,2018-01-01,13
3167,4,Larissa Murphy,,2018-01-01,13
3168,5,Alison Mccaulley,,2018-01-01,13
3169,5,Peter Woo,,2018-01-01,13
3170,5,Sesame,,2016-01-01,13
3171,1,Mike G,,2020-11-01,13
3172,5,Flor Varela,,2018-01-01,13
3173,5,Mike Mclaughlin,,2018-01-01,13
3174,5,Stephen Mucerino,,2018-01-01,13
3175,5,Geoffrey George,,2018-01-01,13
3176,5,Rosa Figueroa,,2018-01-01,13
3177,3,Joleen Punches,,2018-01-01,13
3178,3,Lauren Stephens,,2018-01-01,13
3179,5,Nadia Sywkiw,,2018-01-01,13
3180,5,Patel Amit,,2019-01-01,13
3181,5,Antoinette Woerner,,2020-09-01,13
3182,5,Onyinye Anyanwu,,2018-01-01,13
3183,5,Ishan Relhan,,2019-01-01,13
3184,5,Lynn Carter,,2016-01-01,13
3185,5,mary aldana,,2020-01-01,13
3186,5,Liam McGarrigle,,2017-01-01,13
3187,5,MsLay OnlyThatgirl,,2018-01-01,13
3188,2,Kim Besse,Twice now in a little over a weeks time I have gone in to shop only to have to abandon my purchases before checking out.  The line was all the way back into the bakery with only 5 registers (out of 19 including self-checks) open. …,2020-10-01,14
3189,5,One World,"Crowded every weekend as expected, will take you at least 30 minutes before they can cash you out... (pictures from the deli area early am) good people, staff always willing to help, (unless you work at the little podium by the registers …",2018-01-01,14
3190,1,k rebello,The manager for the food sample employees is such a mean person. Every time I am in that store they are chewing out the employees in public. If I worked there I would be contacting a lawyer within a week. I will not be renewing my membership. Not worth listening to.,2021-01-01,14
3191,1,Thomas Perry,"I recently joined BJs shopping club after leaving many years ago. The first day of shopping i realized why we left. Store is not welcoming, employees are cranky,  areas are not clean, and common household items are in short supply.
This is …",2021-12-01,14
3192,4,Socrates Carvalho,Great for grossery buy. I went there buy some diappers and was more cheap them everywhere,2019-01-01,14
3193,1,Kenzie,Employees not wearing masks even when they come up to talk to you.,2021-01-01,14
3194,2,Tammy Dub,Never fined anyone to help u and service desk  very slow,2021-03-01,14
3195,2,Jenny Fromdablock,"Im normally happy with this bjs in darthmonth but lately the  Cleanliness of this store has diminished, self service check out is completely dirty. Theres no wipes to wipe anything down with. When I asked for a wipe I was told there was no more,  how is that possible IN A PANDEMIC 🤔 ?? NEW MANAGEMENT NEEDS TO CLEAN UP THE STORE!",2020-10-01,14
3196,1,Kelly Silva,I've gone to Bjs 2 weeks I'm a row and not been able to get sanitizer wipes or spray. I get they're letting in 60 and over for the first hour but how is that fair to the rest of the people that wait over an hour to get in to get the stuff …,2020-05-01,14
3197,4,iichxrry-skxesii,Great items! Easily can get them at a cheaper price for clothes and food. They have these food stands and some of the food they have (samples) are delicious! Highly recommend this place if your looking to get a birthday cake or planning a party!,2020-01-01,14
3198,1,Jon Caetano,"Despite the decent prices and the mechanics professionalism, I would not return as there is only one person doing all of the jobs such as mounting tires, service, register and propane requests. I waited for two hours to get two tires …",2020-01-01,14
3199,5,Allison Gross,Yummy cakes,2021-02-01,14
3200,4,Linda Brooks,Love the self serve registers.  Wish there were carts/carriages at the back of the store too.  Sometimes I  come in the store expecting to pick up a few items and my eyes find more stuff 🤣.  I then have to walk all the way back to the entrance to pick up a cart/carriage or steal someone else's 🤣,2019-01-01,14
3201,5,Pamela Parker,"My daughter, Ashley and I went in to check it out and get my membership card.  We found a lot of deals, some good books and some great buys on food.  We will definately be back and they take EBT Cards, for those of you who didn't know.   And staff was very helpful, but bring bags as they are not provided, only empty boxes are.",2019-01-01,14
3202,2,Stanley Reed,"Membership cost is way too high $55.00 I was a member for quite a few years, you pay $25 for the first year and then after that it goes up and it's just not worth it when you can go to Walmart down the street. and pay the same price and have a better selection and no membership fee.",2020-01-01,14
3203,3,Teresa Hamm,Product advertised (Scott’s 1000) not on shelves in Dartmouth store.   Manager would not honor coupon for next closest which was on the shelf (Scott’s 1100). This is why people don’t have faith in advertising.,2020-01-01,14
3204,1,Eddie C,"I went to Bjs wholesale in North Dartmouth , Massachusetts because I was told by a family member there were toddler 2pk pajamas on sale for $7.99 so I drove there and as soon as you walk in there is a rack full of toddler pajamas indeed for …",2019-01-01,14
3205,1,Matty Po,"Yeah they have good stuff cheap but no one here wants to work. I buy everything here, groceries, gas, tires, literally many many thing. How many times must someone call a store to get an answer? Your tire department is a joke, you have like …",2018-01-01,14
3206,5,Valentin Sisters,"Friendly staff, multiple product choice. Great deli selection. Coupons are great too.",2019-01-01,14
3207,5,Joseph Jordan,Always enjoy shopping here I save a lot on food and stuff that I need each month at bj's it is worth every dollar I spend there and always very friendly service thank you,2019-01-01,14
3208,5,James Stpierre,Love going there they have everything you need,2019-01-01,14
3209,2,Joey DeMedeiros,"Came in to have a patch put in my tire due to a nail because they were still under warranty, it's been an hour and a half and I'm still waiting, employees are friendly and it's not their fault, they are under staffed should have someone …",2020-01-01,14
3210,5,debbie barandiaran,Always good prices.  Well laid out.,2019-01-01,14
3211,5,Blake Martin,"Great selection of food, good quality products, great staff and friendly employees",2019-01-01,14
