full,split,length,title,subtitle,date_published,text,date_scraped,rating,top_reviewer,helpful_reviewer,rating_count,name,review_count
"P
PatriciaHELPFUL REVIEWER
3 ratings3 reviews
May 6, 2019
The savings I received via Groupon I just couldn’t pass up. The people at Bj’s were great to deal with in redeeming it as cell.
Helpful
04/07/2021 13:15:00
5","['P', 'PatriciaHELPFUL REVIEWER', '3 ratings3 reviews', 'May 6, 2019', 'The savings I received via Groupon I just couldn’t pass up. The people at Bj’s were great to deal with in redeeming it as cell.', 'Helpful', '04/07/2021 13:15:00', '5']",8,PatriciaHELPFUL REVIEWER,3 ratings3 reviews,05/06/2019,The savings I received via Groupon I just couldn’t pass up. The people at Bj’s were great to deal with in redeeming it as cell.,04/07/2021 13:15:00,5,0,1,3,Patricia,0
"P
Paul
6 ratings3 reviews
May 5, 2019
Very easy. Just bring to BJs and they scan and print. Saves me 10% on my gas each day I drive.
Helpful
04/07/2021 13:15:00
5","['P', 'Paul', '6 ratings3 reviews', 'May 5, 2019', 'Very easy. Just bring to BJs and they scan and print. Saves me 10% on my gas each day I drive.', 'Helpful', '04/07/2021 13:15:00', '5']",8,Paul,6 ratings3 reviews,05/05/2019,Very easy. Just bring to BJs and they scan and print. Saves me 10% on my gas each day I drive.,04/07/2021 13:15:00,5,0,0,6,Paul,0
"R
Ronnie
1 ratings1 reviews
May 5, 2019
They are always friendly. Find what I want and even more. Prices are fairly good.
Helpful
04/07/2021 13:15:00
5","['R', 'Ronnie', '1 ratings1 reviews', 'May 5, 2019', 'They are always friendly. Find what I want and even more. Prices are fairly good.', 'Helpful', '04/07/2021 13:15:00', '5']",8,Ronnie,1 ratings1 reviews,05/05/2019,They are always friendly. Find what I want and even more. Prices are fairly good.,04/07/2021 13:15:00,5,0,0,1,Ronnie,0
"E
EvelynTOP REVIEWERHELPFUL REVIEWER
37 ratings30 reviews
May 5, 2019
The registration was easy and I found a lot of deals on my first day shopping at this wharehouse
Helpful
04/07/2021 13:15:00
5","['E', 'EvelynTOP REVIEWERHELPFUL REVIEWER', '37 ratings30 reviews', 'May 5, 2019', 'The registration was easy and I found a lot of deals on my first day shopping at this wharehouse', 'Helpful', '04/07/2021 13:15:00', '5']",8,EvelynTOP REVIEWERHELPFUL REVIEWER,37 ratings30 reviews,05/05/2019,The registration was easy and I found a lot of deals on my first day shopping at this wharehouse,04/07/2021 13:15:00,5,1,1,37,Evelyn,0
"M
MarthaTOP REVIEWERHELPFUL REVIEWER
9 ratings8 reviews
May 5, 2019
easy to find items. fresh produce. easy check out.
Helpful
04/07/2021 13:15:00
5","['M', 'MarthaTOP REVIEWERHELPFUL REVIEWER', '9 ratings8 reviews', 'May 5, 2019', 'easy to find items. fresh produce. easy check out.', 'Helpful', '04/07/2021 13:15:00', '5']",8,MarthaTOP REVIEWERHELPFUL REVIEWER,9 ratings8 reviews,05/05/2019,easy to find items. fresh produce. easy check out.,04/07/2021 13:15:00,5,1,1,9,Martha,0
"J
JohnTOP REVIEWER
88 ratings52 reviews
May 5, 2019
great deals
Helpful
04/07/2021 13:15:00
5","['J', 'JohnTOP REVIEWER', '88 ratings52 reviews', 'May 5, 2019', 'great deals', 'Helpful', '04/07/2021 13:15:00', '5']",8,JohnTOP REVIEWER,88 ratings52 reviews,05/05/2019,great deals,04/07/2021 13:15:00,5,1,0,88,John,0
"H
HOLLY
6 ratings2 reviews
May 5, 2019
This is an amazing Groupon! I’m so glad I got it! I haven’t been to Bjs in years but so worth it. I love the coupons and that I can bring in coupons on the products!
Helpful
04/07/2021 13:15:00
5","['H', 'HOLLY', '6 ratings2 reviews', 'May 5, 2019', 'This is an amazing Groupon! I’m so glad I got it! I haven’t been to Bjs in years but so worth it. I love the coupons and that I can bring in coupons on the products!', 'Helpful', '04/07/2021 13:15:00', '5']",8,HOLLY,6 ratings2 reviews,05/05/2019,This is an amazing Groupon! I’m so glad I got it! I haven’t been to Bjs in years but so worth it. I love the coupons and that I can bring in coupons on the products!,04/07/2021 13:15:00,5,0,0,6,HOLLY,0
"J
JadeTOP REVIEWERHELPFUL REVIEWER
36 ratings28 reviews
May 5, 2019
Easy and Quick sign up!
Helpful
04/07/2021 13:15:04
5","['J', 'JadeTOP REVIEWERHELPFUL REVIEWER', '36 ratings28 reviews', 'May 5, 2019', 'Easy and Quick sign up!', 'Helpful', '04/07/2021 13:15:04', '5']",8,JadeTOP REVIEWERHELPFUL REVIEWER,36 ratings28 reviews,05/05/2019,Easy and Quick sign up!,04/07/2021 13:15:04,5,1,1,36,Jade,0
"R
Richard
2 ratings2 reviews
May 4, 2019
Great service very efficient associates
Helpful
04/07/2021 13:15:04
5","['R', 'Richard', '2 ratings2 reviews', 'May 4, 2019', 'Great service very efficient associates', 'Helpful', '04/07/2021 13:15:04', '5']",8,Richard,2 ratings2 reviews,05/04/2019,Great service very efficient associates,04/07/2021 13:15:04,5,0,0,2,Richard,0
"G
Gary
4 ratings4 reviews
May 4, 2019
Easy seamless enrollment thank you .
Helpful
04/07/2021 13:15:04
5","['G', 'Gary', '4 ratings4 reviews', 'May 4, 2019', 'Easy seamless enrollment thank you .', 'Helpful', '04/07/2021 13:15:04', '5']",8,Gary,4 ratings4 reviews,05/04/2019,Easy seamless enrollment thank you .,04/07/2021 13:15:04,5,0,0,4,Gary,0
"E
Elizabeth
2 ratings1 reviews
May 4, 2019
Ehhh. It’s no Costco.
Helpful
04/07/2021 13:15:04
3","['E', 'Elizabeth', '2 ratings1 reviews', 'May 4, 2019', 'Ehhh. It’s no Costco.', 'Helpful', '04/07/2021 13:15:04', '3']",8,Elizabeth,2 ratings1 reviews,05/04/2019,Ehhh. It’s no Costco.,04/07/2021 13:15:04,3,0,0,2,Elizabeth,0
"M
MarielizTOP REVIEWER
7 ratings6 reviews
May 4, 2019
Got my card quickly no problem!
Helpful
04/07/2021 13:15:04
5","['M', 'MarielizTOP REVIEWER', '7 ratings6 reviews', 'May 4, 2019', 'Got my card quickly no problem!', 'Helpful', '04/07/2021 13:15:04', '5']",8,MarielizTOP REVIEWER,7 ratings6 reviews,05/04/2019,Got my card quickly no problem!,04/07/2021 13:15:04,5,1,0,7,Marieliz,0
"L
LoisTOP REVIEWER
6 ratings5 reviews
May 4, 2019
Easy exp
Helpful
04/07/2021 13:15:04
5","['L', 'LoisTOP REVIEWER', '6 ratings5 reviews', 'May 4, 2019', 'Easy exp', 'Helpful', '04/07/2021 13:15:04', '5']",8,LoisTOP REVIEWER,6 ratings5 reviews,05/04/2019,Easy exp,04/07/2021 13:15:04,5,1,0,6,Lois,0
"R
RyanTOP REVIEWERHELPFUL REVIEWER
20 ratings15 reviews2 photos
May 3, 2019
Good Times. Bought a chair and some bologna
Helpful
04/07/2021 13:15:04
5","['R', 'RyanTOP REVIEWERHELPFUL REVIEWER', '20 ratings15 reviews2 photos', 'May 3, 2019', 'Good Times. Bought a chair and some bologna', 'Helpful', '04/07/2021 13:15:04', '5']",8,RyanTOP REVIEWERHELPFUL REVIEWER,20 ratings15 reviews2 photos,05/03/2019,Good Times. Bought a chair and some bologna,04/07/2021 13:15:04,5,1,1,20,Ryan,0
"D
Dora
4 ratings2 reviews
May 3, 2019
Very friendly and fast service.
Helpful
04/07/2021 13:15:04
5","['D', 'Dora', '4 ratings2 reviews', 'May 3, 2019', 'Very friendly and fast service.', 'Helpful', '04/07/2021 13:15:04', '5']",8,Dora,4 ratings2 reviews,05/03/2019,Very friendly and fast service.,04/07/2021 13:15:04,5,0,0,4,Dora,0
"M
MarianTOP REVIEWERHELPFUL REVIEWER
8 ratings5 reviews
May 3, 2019
The staff, selection, and quality are excellent
Helpful
04/07/2021 13:15:04
5","['M', 'MarianTOP REVIEWERHELPFUL REVIEWER', '8 ratings5 reviews', 'May 3, 2019', 'The staff, selection, and quality are excellent', 'Helpful', '04/07/2021 13:15:04', '5']",8,MarianTOP REVIEWERHELPFUL REVIEWER,8 ratings5 reviews,05/03/2019,"The staff, selection, and quality are excellent",04/07/2021 13:15:04,5,1,1,8,Marian,0
"S
Shona
1 ratings1 reviews
May 3, 2019
Fast and easy
Helpful
04/07/2021 13:15:04
5","['S', 'Shona', '1 ratings1 reviews', 'May 3, 2019', 'Fast and easy', 'Helpful', '04/07/2021 13:15:04', '5']",8,Shona,1 ratings1 reviews,05/03/2019,Fast and easy,04/07/2021 13:15:04,5,0,0,1,Shona,0
"F
FaithTOP REVIEWER
95 ratings84 reviews1 photos
May 3, 2019
Customer service was overwhelmed. Some products I used to get at SAMs we’re not available. Some coupons had to be printed out - not clip-less. On the pros the store was clean, staff friendly and prices very reasonable.
Helpful
04/07/2021 13:15:08
4","['F', 'FaithTOP REVIEWER', '95 ratings84 reviews1 photos', 'May 3, 2019', 'Customer service was overwhelmed. Some products I used to get at SAMs we’re not available. Some coupons had to be printed out - not clip-less. On the pros the store was clean, staff friendly and prices very reasonable.', 'Helpful', '04/07/2021 13:15:08', '4']",8,FaithTOP REVIEWER,95 ratings84 reviews1 photos,05/03/2019,"Customer service was overwhelmed. Some products I used to get at SAMs we’re not available. Some coupons had to be printed out - not clip-less. On the pros the store was clean, staff friendly and prices very reasonable.",04/07/2021 13:15:08,4,1,0,95,Faith,0
"B
Brandon
4 ratings3 reviews
May 2, 2019
Great !!!
Helpful
04/07/2021 13:15:08
5","['B', 'Brandon', '4 ratings3 reviews', 'May 2, 2019', 'Great !!!', 'Helpful', '04/07/2021 13:15:08', '5']",8,Brandon,4 ratings3 reviews,05/02/2019,Great !!!,04/07/2021 13:15:08,5,0,0,4,Brandon,0
"J
Jasmyn
2 ratings2 reviews
May 2, 2019
Not a huge fan. The people were very nice, but there honestly wasn’t any deals for buying in bulk that made the membership worth it for me. Maybe it’s better for other people:
Helpful
04/07/2021 13:15:08
2","['J', 'Jasmyn', '2 ratings2 reviews', 'May 2, 2019', 'Not a huge fan. The people were very nice, but there honestly wasn’t any deals for buying in bulk that made the membership worth it for me. Maybe it’s better for other people:', 'Helpful', '04/07/2021 13:15:08', '2']",8,Jasmyn,2 ratings2 reviews,05/02/2019,"Not a huge fan. The people were very nice, but there honestly wasn’t any deals for buying in bulk that made the membership worth it for me. Maybe it’s better for other people:",04/07/2021 13:15:08,2,0,0,2,Jasmyn,0
"T
Tiffany
1 ratings1 reviews
May 2, 2019
Great coupon Great Service
Helpful
04/07/2021 13:15:08
5","['T', 'Tiffany', '1 ratings1 reviews', 'May 2, 2019', 'Great coupon Great Service', 'Helpful', '04/07/2021 13:15:08', '5']",8,Tiffany,1 ratings1 reviews,05/02/2019,Great coupon Great Service,04/07/2021 13:15:08,5,0,0,1,Tiffany,0
"E
Emily
4 ratings3 reviews
May 2, 2019
Wonderful
Helpful
04/07/2021 13:15:08
5","['E', 'Emily', '4 ratings3 reviews', 'May 2, 2019', 'Wonderful', 'Helpful', '04/07/2021 13:15:08', '5']",8,Emily,4 ratings3 reviews,05/02/2019,Wonderful,04/07/2021 13:15:08,5,0,0,4,Emily,0
"L
Liz
1 ratings1 reviews
May 2, 2019
Super friendly & helpful customer service team helped me redeem my groupon
Helpful
04/07/2021 13:15:08
5","['L', 'Liz', '1 ratings1 reviews', 'May 2, 2019', 'Super friendly & helpful customer service team helped me redeem my groupon', 'Helpful', '04/07/2021 13:15:08', '5']",8,Liz,1 ratings1 reviews,05/02/2019,Super friendly & helpful customer service team helped me redeem my groupon,04/07/2021 13:15:08,5,0,0,1,Liz,0
"N
Nyoka
1 ratings1 reviews
May 1, 2019
Great deal. Easy to redeem and staff at the Conshohocken, PA location were very friendly.
Helpful
04/07/2021 13:15:08
5","['N', 'Nyoka', '1 ratings1 reviews', 'May 1, 2019', 'Great deal. Easy to redeem and staff at the Conshohocken, PA location were very friendly.', 'Helpful', '04/07/2021 13:15:08', '5']",8,Nyoka,1 ratings1 reviews,05/01/2019,"Great deal. Easy to redeem and staff at the Conshohocken, PA location were very friendly.",04/07/2021 13:15:08,5,0,0,1,Nyoka,0
"M
Mary
1 ratings1 reviews
May 1, 2019
excellent
Helpful
04/07/2021 13:15:08
5","['M', 'Mary', '1 ratings1 reviews', 'May 1, 2019', 'excellent', 'Helpful', '04/07/2021 13:15:08', '5']",8,Mary,1 ratings1 reviews,05/01/2019,excellent,04/07/2021 13:15:08,5,0,0,1,Mary,0
"M
MaryTOP REVIEWER
9 ratings6 reviews
May 1, 2019
Woman at the BJ’s counter was friendly and helpful in getting my new card set up, would definitely recommend!
Helpful
04/07/2021 13:15:08
5","['M', 'MaryTOP REVIEWER', '9 ratings6 reviews', 'May 1, 2019', 'Woman at the BJ’s counter was friendly and helpful in getting my new card set up, would definitely recommend!', 'Helpful', '04/07/2021 13:15:08', '5']",8,MaryTOP REVIEWER,9 ratings6 reviews,05/01/2019,"Woman at the BJ’s counter was friendly and helpful in getting my new card set up, would definitely recommend!",04/07/2021 13:15:08,5,1,0,9,Mary,0
"V
Valerie
2 ratings2 reviews
May 1, 2019
Great customer service
Helpful
04/07/2021 13:15:08
5","['V', 'Valerie', '2 ratings2 reviews', 'May 1, 2019', 'Great customer service', 'Helpful', '04/07/2021 13:15:08', '5']",8,Valerie,2 ratings2 reviews,05/01/2019,Great customer service,04/07/2021 13:15:08,5,0,0,2,Valerie,0
"M
Michael
4 ratings2 reviews
May 1, 2019
Really not much cheaper then regular supermarket. Need to know what the prices are of things you normally buy.
Helpful
04/07/2021 13:15:11
2","['M', 'Michael', '4 ratings2 reviews', 'May 1, 2019', 'Really not much cheaper then regular supermarket. Need to know what the prices are of things you normally buy.', 'Helpful', '04/07/2021 13:15:11', '2']",8,Michael,4 ratings2 reviews,05/01/2019,Really not much cheaper then regular supermarket. Need to know what the prices are of things you normally buy.,04/07/2021 13:15:11,2,0,0,4,Michael,0
"S
Shaneeka
8 ratings2 reviews
May 1, 2019
Great deal!
Helpful
04/07/2021 13:15:11
5","['S', 'Shaneeka', '8 ratings2 reviews', 'May 1, 2019', 'Great deal!', 'Helpful', '04/07/2021 13:15:11', '5']",8,Shaneeka,8 ratings2 reviews,05/01/2019,Great deal!,04/07/2021 13:15:11,5,0,0,8,Shaneeka,0
"Y
Yanet
9 ratings1 reviews
April 30, 2019
Good customer service. Took the groupon and got the membership fast without any hassle!
Helpful
04/07/2021 13:15:11
5","['Y', 'Yanet', '9 ratings1 reviews', 'April 30, 2019', 'Good customer service. Took the groupon and got the membership fast without any hassle!', 'Helpful', '04/07/2021 13:15:11', '5']",8,Yanet,9 ratings1 reviews,04/30/2019,Good customer service. Took the groupon and got the membership fast without any hassle!,04/07/2021 13:15:11,5,0,0,9,Yanet,0
"K
Keshav
4 ratings2 reviews
April 30, 2019
Smooth purchase. Got my membership activated quickly. Thanks.
Helpful
04/07/2021 13:15:11
4","['K', 'Keshav', '4 ratings2 reviews', 'April 30, 2019', 'Smooth purchase. Got my membership activated quickly. Thanks.', 'Helpful', '04/07/2021 13:15:11', '4']",8,Keshav,4 ratings2 reviews,04/30/2019,Smooth purchase. Got my membership activated quickly. Thanks.,04/07/2021 13:15:11,4,0,0,4,Keshav,0
"S
S
3 ratings3 reviews
April 30, 2019
BJs customer service is in the tank and after trying to keep my old card, was told it would be an additional fee unless I went with a new membership and card. Now my BJs app will not update with the new card info. Cannot electronicallybordsr to pick up or use electronic coupons. Groupon buying was seamless and I got the membership for $20. Groupon is blameless in this and its why I give 3 star
Helpful
04/07/2021 13:15:11
3","['S', 'S', '3 ratings3 reviews', 'April 30, 2019', 'BJs customer service is in the tank and after trying to keep my old card, was told it would be an additional fee unless I went with a new membership and card. Now my BJs app will not update with the new card info. Cannot electronicallybordsr to pick up or use electronic coupons. Groupon buying was seamless and I got the membership for $20. Groupon is blameless in this and its why I give 3 star', 'Helpful', '04/07/2021 13:15:11', '3']",8,S,3 ratings3 reviews,04/30/2019,"BJs customer service is in the tank and after trying to keep my old card, was told it would be an additional fee unless I went with a new membership and card. Now my BJs app will not update with the new card info. Cannot electronicallybordsr to pick up or use electronic coupons. Groupon buying was seamless and I got the membership for $20. Groupon is blameless in this and its why I give 3 star",04/07/2021 13:15:11,3,0,0,3,S,0
"S
Sergio
2 ratings2 reviews
April 30, 2019
Great savings !!!! first day I saved $43.50.
Helpful
04/07/2021 13:15:11
5","['S', 'Sergio', '2 ratings2 reviews', 'April 30, 2019', 'Great savings !!!! first day I saved $43.50.', 'Helpful', '04/07/2021 13:15:11', '5']",8,Sergio,2 ratings2 reviews,04/30/2019,Great savings !!!! first day I saved $43.50.,04/07/2021 13:15:11,5,0,0,2,Sergio,0
"N
Natalia
4 ratings3 reviews
April 30, 2019
Great deal! I normally pay twice for the membership
Helpful
04/07/2021 13:15:11
5","['N', 'Natalia', '4 ratings3 reviews', 'April 30, 2019', 'Great deal! I normally pay twice for the membership', 'Helpful', '04/07/2021 13:15:11', '5']",8,Natalia,4 ratings3 reviews,04/30/2019,Great deal! I normally pay twice for the membership,04/07/2021 13:15:11,5,0,0,4,Natalia,0
"N
Nerland
2 ratings1 reviews
April 30, 2019
Super easy to get card and great coupons!
Helpful
04/07/2021 13:15:11
5","['N', 'Nerland', '2 ratings1 reviews', 'April 30, 2019', 'Super easy to get card and great coupons!', 'Helpful', '04/07/2021 13:15:11', '5']",8,Nerland,2 ratings1 reviews,04/30/2019,Super easy to get card and great coupons!,04/07/2021 13:15:11,5,0,0,2,Nerland,0
"J
Juan
2 ratings1 reviews
April 29, 2019
gooooood
Helpful
04/07/2021 13:15:11
5","['J', 'Juan', '2 ratings1 reviews', 'April 29, 2019', 'gooooood', 'Helpful', '04/07/2021 13:15:11', '5']",8,Juan,2 ratings1 reviews,04/29/2019,gooooood,04/07/2021 13:15:11,5,0,0,2,Juan,0
"C
Caroline
2 ratings2 reviews
April 29, 2019
Great value, big exciting store with lots to offer & great customer service. Keep in mind that every time you use a Groupon when you renew your membership, you have to start a whole new account with BJ's every time. That's the one thing I don't like when using Groupon deal. But it's totally worth the bargain for cost of membership!
Helpful
04/07/2021 13:15:11
5","['C', 'Caroline', '2 ratings2 reviews', 'April 29, 2019', ""Great value, big exciting store with lots to offer & great customer service. Keep in mind that every time you use a Groupon when you renew your membership, you have to start a whole new account with BJ's every time. That's the one thing I don't like when using Groupon deal. But it's totally worth the bargain for cost of membership!"", 'Helpful', '04/07/2021 13:15:11', '5']",8,Caroline,2 ratings2 reviews,04/29/2019,"Great value, big exciting store with lots to offer & great customer service. Keep in mind that every time you use a Groupon when you renew your membership, you have to start a whole new account with BJ's every time. That's the one thing I don't like when using Groupon deal. But it's totally worth the bargain for cost of membership!",04/07/2021 13:15:11,5,0,0,2,Caroline,0
